NUTR_FOOD_NAME,NUTR_SAT_FAT_g,NUTR_SERV_SIZE_g,NUTR_CALORIES_g,NUTR_TOTAL_FAT_g,NUTR_CHOLEST_g,NUTR_SODIUM_mg,NUTR_CHOLINE_mg,NUTR_FOLATE_mcg,NUTR_FOLIC_ACID_mcg,NUTR_NIACIN_mg,NUTR_PANT_ACID_mg,NUTR_RIBOFLAVIN_mg,NUTR_THIAMIN_mg,NUTR_VIT_A_IU,NUTR_VIT_A_RAE_mcg,NUTR_CAROT_ALPHA_mcg,NUTR_CAROT_BETA_mcg,NUTR_CRYPTO_BETA_mcg,NUTR_LUTEIN_ZEAX_mcg,NUTR_LUCOPENE,NUTR_VIT_B12_mcg,NUTR_VIT_B6_mg,NUTR_VIT_C_mg,NUTR_VIT_D_IU,NUTR_VIT_E_mg,NUTR_TOCOPHEROL_ALPHA_mg,NUTR_VIT_K_mcg,NUTR_CALCIUM_mg,NUTR_COPPER_mg,NUTR_IRON_mg,NUTR_MAGNES_mg,NUTR_MANGANESE_mg,NUTR_PHOSPHOROUS_mg,NUTR_POTASSIUM_mg,NUTR_SELENIUM_mcg,NUTR_ZINC_mg,NUTR_PROTEIN_g,NUTR_ALANINE_g,NUTR_ARGININE_g,NUTR_ASPART_ACID_g,NUTR_CYSTINE_g,NUTR_GLUT_ACID_g,NUTR_GLYCINE_g,NUTR_HISTIDINE_g,NUTR_HYDROXYPROLINE_g,NUTR_ISOLEUCINE_g,NUTR_LEUCINE_g,NUTR_LYSINE_g,NUTR_METHIONINE_g,NUTR_PHENYL_g,NUTR_PROLINE_g,NUTR_SERINE_g,NUTR_THREONINE_g,NUTR_TRYPTOPHAN_g,NUTR_TYROSINE_g,NUTR_VALINE_g,NUTR_CARBOHYDRATE_g,NUTR_FIBER_g,NUTR_SUGARS_g,NUTR_FRUCTOSE_g,NUTR_GALACTOSE_g,NUTR_GLUCOSE_g,NUTR_LACTOSE_g,NUTR_MALTOSE_g,NUTR_SUCROSE_g,NUTR_FAT_g,NUTR_SAT_FATTY_ACIDS_g,NUTR_MONO_FATTY_ACIDS_g,NUTR_POLYUN_FATTY_ACIDS_g,NUTR_FATTY_ACIDS_TOTAL_TRANS_mg,NUTR_ALCOHOL_g,NUTR_ASH_g,NUTR_CAFFEINE_mg,NUTR_THEOBROMINE_mg,NUTR_WATER_g,CATEGORICAL_CAL,FOOD_CAT1,FOOD_CAT2,SOURCE_KEY,MRG_KEY
"Chicken pot pie, prepared, frozen entree",4.4,100,204,12.0,15,393.0,12.4,35.0,22.0,1.871,0.368,0.041,0.104,675.0,34.0,132.0,339.0,0.0,90.0,0,0.11,0.092,1.0,2.0,0.53,0.53,10.7,20.0,0.042,0.76,11.0,0.187,72.0,110.0,5.4,0.42,5.11,0.273,0.309,0.42,0.089,1.319,0.239,0.166,0.02,0.222,0.418,0.313,0.096,0.244,0.532,0.244,0.211,0.071,0.17,0.25,19.21,1.1,2.26,0.1,0.1,0.49,0.15,0.99,0.42,11.85,4.365,3.613,3.302,15.0,0.0,1.25,0.0,0.0,62.58,Medium,Chicken,Meat,NUTRITIONAL,1
"Beverages, Cran Pomegranate, OCEAN SPRAY",0.0,100,47,0.0,0,12.0,0.0,4.0,4.0,0.026,0.0,0.0,0.0,24.0,1.0,0.0,14.0,0.0,0.0,0,0.0,0.0,27.1,0.0,0.0,0.0,0.1,2.0,0.009,0.12,1.0,0.018,1.0,11.0,0.0,0.02,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.56,0.6,12.0,4.6,0.0,4.4,0.0,0.0,3.0,0.01,0.001,0.001,0.001,0.0,0.0,0.1,0.0,0.0,87.0,Low,Beverages,Not Categorized,NUTRITIONAL,1
"Cookie, with icing or coating, chocolate",17.0,100,507,24.0,0,380.0,7.0,58.0,49.0,2.5,0.0,0.19,0.29,1.0,0.0,0.0,0.0,0.0,8.0,0,0.02,0.023,0.0,0.0,2.79,2.79,6.9,15.0,0.267,3.0,25.0,0.0,75.0,95.0,11.8,0.3,4.5,0.158,0.195,0.251,0.084,1.272,0.167,0.092,0.0,0.158,0.295,0.131,0.07,0.218,0.428,0.213,0.135,0.057,0.141,0.2,67.87,2.3,32.0,0.0,0.0,0.0,0.0,0.0,0.0,24.2,16.5,2.6,3.6,0.0,0.0,1.43,5.0,159.0,2.0,Medium,Cookie,Not Categorized,NUTRITIONAL,1
"Pasta, with added salt, enriched, cooked",0.2,100,157,0.9,0,131.0,0.0,73.0,66.0,1.689,0.112,0.136,0.274,0.0,0.0,0.0,0.0,0.0,7.0,0,0.0,0.049,0.0,0.0,0.06,0.06,0.0,7.0,0.1,1.28,18.0,0.322,58.0,44.0,26.4,0.51,5.8,0.192,0.208,0.274,0.112,2.018,0.194,0.131,0.0,0.224,0.434,0.131,0.064,0.293,0.689,0.271,0.203,0.081,0.107,0.258,30.59,1.8,0.56,0.03,0.0,0.04,0.0,0.4,0.09,0.93,0.176,0.131,0.326,0.0,0.0,0.55,0.0,0.0,62.13,Medium,Pasta,Not Categorized,NUTRITIONAL,1
"Soup, condensed, canned, mushroom barley",0.4,100,61,1.8,0,573.0,0.0,5.0,0.0,0.7,0.1,0.07,0.02,158.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,10.0,0.16,0.4,7.0,0.1,50.0,76.0,0.0,0.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.35,0.8,0.57,0.0,0.0,2.2,0.0,0.0,84.9,Low,Soup,Not Categorized,NUTRITIONAL,1
"Grapefruit, all areas, pink and red, raw",0.0,100,42,0.1,0,0.0,7.7,13.0,0.0,0.204,0.262,0.031,0.043,1150.0,58.0,3.0,686.0,6.0,5.0,0,0.0,0.053,31.2,0.0,0.13,0.13,0.0,22.0,0.032,0.08,9.0,0.022,18.0,135.0,0.1,0.07,0.77,0.024,0.087,0.138,0.008,0.197,0.015,0.008,0.0,0.008,0.015,0.019,0.007,0.013,0.063,0.028,0.013,0.008,0.008,0.015,10.66,1.6,6.89,1.77,0.0,1.61,0.0,0.0,3.51,0.14,0.021,0.02,0.036,0.0,0.0,0.36,0.0,0.0,88.06,Low,Grapefruit,Not Categorized,NUTRITIONAL,1
"MURRAY, Fudge Dipped Grahams, SUGAR FREE",19.0,100,483,28.0,1,278.0,0.0,57.0,0.0,1.9,0.0,0.16,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1,24.0,0.0,117.0,229.0,0.0,0.6,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.3,3.8,0.4,0.0,0.0,0.0,0.0,0.0,0.0,27.5,19.1,2.9,4.2,1.0,0.0,0.0,0.0,0.0,1.5,Medium,MURRAY,Not Categorized,NUTRITIONAL,1
"Frostings, ready-to-eat, creamy, vanilla",3.0,100,418,16.0,0,184.0,2.3,8.0,0.0,0.22,0.055,0.302,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.53,1.53,13.0,3.0,0.0,0.16,1.0,0.0,18.0,34.0,0.1,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.89,0.0,63.1,0.0,0.0,0.0,0.0,0.0,0.0,16.23,2.974,4.86,7.951,0.0,0.0,0.81,0.0,0.0,15.07,Medium,Frostings,Not Categorized,NUTRITIONAL,1
"KASHI, Frozen Entree, Chicken Florentine",1.5,100,106,3.4,16,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020.0,306.0,0.0,0.0,0.0,0.0,0,0.0,0.0,4.4,0.0,0.0,0.0,0.0,52.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.4,1.5,1.1,0.7,16.0,0.0,0.0,0.0,0.0,76.4,Low,KASHI,Not Categorized,NUTRITIONAL,1
"Cookies, commercially prepared, brownies",4.2,100,405,16.0,17,286.0,10.0,47.0,35.0,1.721,0.547,0.21,0.255,69.0,20.0,0.0,0.0,0.0,6.0,0,0.07,0.035,0.0,0.0,0.15,0.15,6.5,29.0,0.224,2.25,31.0,0.128,101.0,149.0,6.3,0.72,4.8,0.219,0.256,0.392,0.105,0.952,0.171,0.102,0.0,0.224,0.361,0.26,0.112,0.241,0.298,0.285,0.189,0.064,0.166,0.264,63.9,2.1,36.61,0.0,0.0,0.0,0.0,0.0,0.0,16.3,4.235,8.965,2.259,17.0,0.0,1.3,2.0,78.0,13.6,Medium,Cookies,Not Categorized,NUTRITIONAL,1
"Mushrooms, drained solids, canned, straw",0.1,100,32,0.7,0,384.0,0.0,38.0,0.0,0.224,0.412,0.07,0.013,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.014,0.0,0.0,0.0,0.0,0.0,10.0,0.133,1.43,7.0,0.098,61.0,78.0,15.2,0.67,3.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.64,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68,0.089,0.012,0.263,0.0,0.0,0.97,0.0,0.0,89.88,Low,Mushrooms,Not Categorized,NUTRITIONAL,1
"SUNSHINE, Hot & Spicy Crackers, CHEEZ-IT",6.3,100,513,26.0,0,988.0,0.0,128.0,0.0,4.55,0.0,0.36,0.58,1279.0,384.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,0.0,0.0,72.0,117.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.2,2.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.1,6.3,7.1,12.5,0.0,0.0,0.0,0.0,0.0,2.5,Medium,SUNSHINE,Not Categorized,NUTRITIONAL,1
"Mollusks, raw, mixed species, cuttlefish",0.1,100,79,0.7,112,372.0,0.0,16.0,0.0,1.216,0.5,0.91,0.009,375.0,113.0,0.0,0.0,0.0,0.0,0,3.0,0.15,5.3,0.0,0.0,0.0,0.0,90.0,0.587,6.02,30.0,0.11,387.0,354.0,44.8,1.73,16.24,0.982,1.185,1.567,0.213,2.208,1.016,0.312,0.0,0.707,1.143,1.213,0.366,0.582,0.662,0.727,0.699,0.182,0.52,0.709,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.118,0.081,0.134,112.0,0.0,1.68,0.0,0.0,80.56,Low,Mollusks,Not Categorized,NUTRITIONAL,1
"Olives, canned (small-extra large), ripe",1.4,100,115,11.0,0,735.0,10.3,0.0,0.0,0.037,0.015,0.0,0.003,403.0,20.0,0.0,237.0,9.0,510.0,0,0.0,0.009,0.9,0.0,1.65,1.65,1.4,88.0,0.251,3.3,4.0,0.02,3.0,8.0,0.9,0.22,0.84,0.043,0.067,0.092,0.0,0.093,0.049,0.023,0.0,0.031,0.05,0.032,0.012,0.029,0.04,0.031,0.026,0.0,0.023,0.038,6.26,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,1.415,7.888,0.911,0.0,0.0,2.23,0.0,0.0,79.99,Low,Olives,Not Categorized,NUTRITIONAL,1
"Babyfood, strained, apple yogurt dessert",1.0,100,96,1.6,6,20.0,5.4,9.0,0.0,0.0,0.0,0.05,1.56,24.0,3.0,0.0,7.0,5.0,7.0,0,0.5,0.02,35.1,0.0,0.02,0.02,0.2,6.0,0.05,0.0,15.0,0.0,31.0,70.0,0.7,0.28,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,0.5,12.02,0.0,0.0,0.0,0.0,0.0,0.0,1.6,1.034,0.438,0.044,6.0,0.0,0.2,0.0,0.0,77.9,Low,Babyfood,Not Categorized,NUTRITIONAL,1
"Apples, with skin, golden delicious, raw",0.0,100,57,0.2,0,2.0,5.1,3.0,0.0,0.094,0.074,0.026,0.018,51.0,3.0,0.0,25.0,12.0,28.0,0,0.0,0.051,0.0,0.0,0.18,0.18,1.8,6.0,0.03,0.13,5.0,0.035,10.0,100.0,0.0,0.04,0.28,0.012,0.006,0.075,0.001,0.026,0.009,0.005,0.0,0.006,0.014,0.013,0.001,0.007,0.006,0.011,0.006,0.001,0.001,0.013,13.6,2.4,10.04,6.1,0.0,1.87,0.0,0.0,2.07,0.15,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,85.81,Low,Apples,Fruit,NUTRITIONAL,1
"Pie, prepared from recipe, vanilla cream",4.0,100,278,14.0,62,260.0,32.8,26.0,15.0,0.984,0.415,0.216,0.139,306.0,83.0,2.0,22.0,1.0,52.0,0,0.3,0.049,0.5,47.0,0.45,0.45,6.7,90.0,0.039,1.02,13.0,0.128,104.0,126.0,9.5,0.53,4.8,0.169,0.203,0.309,0.071,1.143,0.133,0.117,0.0,0.228,0.397,0.266,0.103,0.224,0.444,0.269,0.184,0.06,0.189,0.255,32.6,0.6,12.68,0.0,0.0,0.0,0.0,0.0,0.0,14.4,4.03,6.043,3.438,62.0,0.0,1.2,0.0,0.0,47.0,Medium,Pie,Not Categorized,NUTRITIONAL,1
"Lamb, raw, kidney, imported, New Zealand",0.8,100,84,2.5,369,168.0,0.0,0.0,0.0,8.426,3.207,1.279,0.413,204.0,61.0,0.0,0.0,0.0,0.0,0,50.37,0.173,0.0,5.0,0.42,0.42,0.0,8.0,0.361,6.6,16.0,0.084,245.0,231.0,93.6,1.81,15.21,0.756,1.024,0.0,0.199,2.125,0.651,0.322,0.0,0.681,1.175,1.329,0.496,0.599,0.488,0.519,0.726,0.168,0.527,0.775,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.768,0.391,0.54,369.0,0.0,1.19,0.0,0.0,81.02,Low,Lamb,Meat,NUTRITIONAL,1
"Okra, with salt, drained, boiled, cooked",0.0,100,22,0.2,0,241.0,9.3,46.0,0.0,0.871,0.213,0.055,0.132,283.0,14.0,0.0,170.0,0.0,390.0,0,0.0,0.187,16.3,0.0,0.27,0.27,40.0,77.0,0.085,0.28,36.0,0.294,32.0,135.0,0.4,0.43,1.87,0.068,0.078,0.135,0.018,0.253,0.041,0.029,0.0,0.065,0.098,0.075,0.02,0.061,0.042,0.041,0.061,0.016,0.081,0.085,4.51,2.5,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.045,0.028,0.046,0.0,0.0,0.84,0.0,0.0,92.57,Low,Okra,Not Categorized,NUTRITIONAL,1
"KASHI, Original, H2H Woven Wheat Cracker",1.1,100,396,12.0,0,283.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,2500.0,751.0,0.0,0.0,0.0,0.0,0,5.0,1.7,20.0,0.0,25.0,25.0,0.0,40.0,0.0,6.0,86.0,0.0,386.0,418.0,0.0,3.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4,12.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,1.1,6.0,4.5,0.0,0.0,1.4,0.0,0.0,3.0,Medium,KASHI,Not Categorized,NUTRITIONAL,1
"Bread stuffing, prepared, dry mix, bread",2.3,100,195,12.0,0,479.0,5.3,37.0,18.0,1.422,0.11,0.105,0.141,497.0,114.0,0.0,85.0,0.0,18.0,0,0.02,0.039,0.0,0.0,1.34,1.34,13.2,30.0,0.064,0.95,11.0,0.146,38.0,67.0,11.8,0.23,2.73,0.1,0.12,0.145,0.056,0.883,0.103,0.065,0.0,0.107,0.202,0.087,0.05,0.142,0.305,0.142,0.086,0.036,0.09,0.122,18.84,0.8,2.04,0.0,0.0,0.0,0.0,0.0,0.0,12.05,2.319,5.771,3.553,0.0,0.0,1.61,0.0,0.0,64.77,Medium,Bread,Not Categorized,NUTRITIONAL,1
"Crackers, low-sodium, fat-free, saltines",0.2,100,393,1.6,0,849.0,19.6,124.0,111.0,5.714,0.39,0.59,0.518,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0.085,0.0,0.0,0.12,0.12,4.9,22.0,0.145,7.72,26.0,0.637,113.0,115.0,21.4,0.94,10.5,0.327,0.413,0.443,0.224,3.494,0.367,0.224,0.0,0.378,0.716,0.29,0.18,0.514,1.19,0.536,0.287,0.138,0.309,0.439,82.3,2.7,0.38,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.244,0.142,0.685,0.0,0.0,2.2,0.0,0.0,3.4,Medium,Crackers,Not Categorized,NUTRITIONAL,1
"Cereals ready-to-eat, Waffle Crisp, Post",0.9,100,390,5.0,0,596.0,15.5,333.0,314.0,16.7,0.0,1.4,1.25,2500.0,740.0,12.0,18.0,0.0,286.0,0,5.0,1.7,0.0,133.0,0.4,0.4,1.2,24.0,0.2,9.0,72.0,0.0,237.0,212.0,19.9,7.5,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,4.4,34.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.9,1.7,1.7,0.0,0.0,2.9,0.0,0.0,2.5,Medium,Cereals,Not Categorized,NUTRITIONAL,1
"Gravy, slow roast, beef, FRANCO-AMERICAN",0.0,100,42,0.9,8,525.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.0,0.0,8.0,0.0,2.87,0.0,0.0,89.5,Low,Gravy,Not Categorized,NUTRITIONAL,1
"Gravy, microwavable, chicken, CAMPBELL'S",1.7,100,67,5.0,8,433.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.667,0.0,0.0,8.0,0.0,1.5,0.0,0.0,88.5,Low,Gravy,Not Categorized,NUTRITIONAL,1
"Passion-fruit, raw, purple, (granadilla)",0.1,100,97,0.7,0,28.0,7.6,14.0,0.0,1.5,0.0,0.13,0.0,1272.0,64.0,0.0,743.0,41.0,0.0,0,0.0,0.1,30.0,0.0,0.02,0.02,0.7,12.0,0.086,1.6,29.0,0.0,68.0,348.0,0.6,0.1,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.38,10.4,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.059,0.086,0.411,0.0,0.0,0.8,0.0,0.0,72.93,Low,Passion-fruit,Not Categorized,NUTRITIONAL,1
"Babyfood, dry fortified, oatmeal, cereal",0.8,100,394,6.4,0,21.0,32.1,248.0,0.0,21.307,1.868,1.587,1.429,0.0,0.0,0.0,0.0,0.0,185.0,0,4.6,0.855,0.0,510.0,4.95,4.95,1.4,1160.0,0.419,64.07,111.0,3.898,505.0,549.0,23.7,12.67,10.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.47,7.3,11.69,0.15,0.0,6.53,0.0,4.01,0.99,6.39,0.841,1.97,2.215,0.0,0.0,4.6,0.0,0.0,4.56,Medium,Babyfood,Not Categorized,NUTRITIONAL,1
"Cereals ready-to-eat, KIX, GENERAL MILLS",0.6,100,357,3.5,0,596.0,15.3,787.0,768.0,24.25,0.522,2.0,1.955,3078.0,879.0,52.0,80.0,0.0,1236.0,0,5.7,2.3,25.4,133.0,0.3,0.3,0.2,570.0,0.142,32.0,51.0,1.13,189.0,223.0,8.5,17.42,7.69,0.579,0.248,0.548,0.134,1.736,0.3,0.186,0.0,0.258,0.971,0.176,0.134,0.413,0.63,0.413,0.279,0.062,0.269,0.331,82.82,8.8,9.76,0.11,0.0,0.57,0.0,0.15,8.93,3.46,0.576,0.99,1.277,0.0,0.0,3.23,0.0,0.0,2.79,Medium,Cereals,Not Categorized,NUTRITIONAL,1
"Sea lion, heart (Alaska Native), Steller",0.0,100,102,3.3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,76.2,Low,Sea,Not Categorized,NUTRITIONAL,1
"Sea lion, liver (Alaska Native), Steller",1.3,100,137,5.0,359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,0.1,3.4,0.2,0.0,0.0,0.0,0.5,0.0,1.4,0.0,0.0,0.3,0.0,0.1,0.3,1.3,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.3,0.9,0.2,359.0,0.0,0.83,0.0,0.0,71.27,Medium,Sea,Not Categorized,NUTRITIONAL,1
"KELLOGG'S, Multigrain Crackers, ALL-BRAN",3.2,100,415,20.0,0,690.0,0.0,26.0,0.0,3.7,0.0,0.2,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0,0.1,0.23,0.0,0.0,0.45,0.45,0.0,0.0,0.0,2.5,71.0,0.0,363.0,219.0,0.0,2.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7,16.4,12.9,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.2,4.8,11.3,0.0,0.0,0.0,0.0,0.0,2.5,Medium,KELLOGG'S,Not Categorized,NUTRITIONAL,1
"Beef, cooked, separable fat, retail cuts",29.0,100,680,70.0,95,23.0,56.1,0.0,0.0,1.528,0.221,0.046,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0,0.9,0.14,0.0,15.0,0.0,0.0,3.1,19.0,0.04,1.08,6.0,0.0,64.0,99.0,8.3,1.24,10.65,0.647,0.689,0.97,0.137,1.599,0.648,0.34,0.112,0.485,0.847,0.9,0.277,0.421,0.508,0.42,0.425,0.07,0.339,0.528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.33,28.5,30.45,2.66,95.0,0.0,0.45,0.0,0.0,18.58,High,Beef,Meat,NUTRITIONAL,1
"Tomato juice, without salt added, canned",0.0,100,17,0.3,0,10.0,6.8,20.0,0.0,0.673,0.0,0.078,0.1,450.0,23.0,0.0,270.0,0.0,60.0,0,0.0,0.07,70.1,0.0,0.32,0.32,2.3,10.0,0.042,0.39,11.0,0.068,19.0,217.0,0.5,0.11,0.85,0.026,0.02,0.13,0.009,0.416,0.019,0.014,0.0,0.017,0.024,0.026,0.005,0.026,0.015,0.025,0.026,0.006,0.013,0.017,3.53,0.4,2.58,1.33,0.0,1.25,0.0,0.0,0.0,0.29,0.019,0.005,0.027,0.0,0.0,1.09,0.0,0.0,94.24,Low,Tomato,Not Categorized,NUTRITIONAL,1
"Cereals ready-to-eat, RALSTON CRISP RICE",0.4,100,394,1.3,0,545.0,6.0,606.0,602.0,28.967,0.317,1.288,2.05,3788.0,1136.0,0.0,0.0,0.0,0.0,0,5.45,1.937,64.5,303.0,0.06,0.06,0.0,5.0,0.149,32.73,23.0,1.1,98.0,106.0,18.0,1.3,6.69,0.422,0.538,1.115,0.131,1.381,0.326,0.166,0.0,0.301,0.593,0.171,0.141,0.402,0.412,0.367,0.286,0.095,0.241,0.437,86.22,0.7,12.12,0.61,0.0,0.66,0.0,0.54,10.3,1.26,0.36,0.243,0.293,0.0,0.0,2.22,0.0,0.0,3.62,Medium,Cereals,Not Categorized,NUTRITIONAL,1
"Fast foods, with beans and beef, burrito",2.9,100,191,7.5,26,570.0,31.7,73.0,24.0,2.184,0.312,0.115,0.173,79.0,17.0,0.0,16.0,0.0,4.0,0,0.68,0.197,1.9,3.0,0.45,0.45,2.4,90.0,0.11,1.91,25.0,0.247,163.0,269.0,12.4,1.99,11.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.52,3.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,7.47,2.905,3.257,0.577,26.0,0.0,1.51,0.0,0.0,60.0,Medium,Fast,Not Categorized,NUTRITIONAL,1
"Corn flour, unenriched, degermed, yellow",0.2,100,375,1.4,0,1.0,0.0,48.0,0.0,2.656,0.052,0.058,0.074,214.0,11.0,63.0,97.0,0.0,1355.0,0,0.0,0.097,0.0,0.0,0.15,0.15,0.3,2.0,0.142,0.91,18.0,0.056,60.0,90.0,8.0,0.37,5.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75,1.9,0.64,0.0,0.0,0.0,0.0,0.0,0.0,1.39,0.171,0.274,0.695,0.0,0.0,0.46,0.0,0.0,9.81,Medium,Corn,Vegetable,NUTRITIONAL,1
"Alcoholic beverage, canned, whiskey sour",0.0,100,119,0.0,0,44.0,0.0,0.0,0.0,0.02,0.008,0.006,0.011,13.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.009,0.01,1.0,0.006,6.0,11.0,0.1,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.1,0.0,0.0,76.9,Low,Alcoholic,Not Categorized,NUTRITIONAL,1
